RNC,FileId,Time,Sequence No,Latitude,Longitude,Task Name,Call ID,Cell ID,App Throughput DL (kbit/s),App Throughput UL (kbit/s),Technology,Aggregate C/I (dB),RxLev (Sub) (dBm),RxQual (Sub),Tx Power (dBm),DL Coding Scheme,Ul Coding Scheme,DL RLC Throughput (kbps),UL RLC Throughput (kbps),DL LLC Throughput (kbps),UL LLC Throughput (kbps)
CTPA,10001005,2/3/2015 12:29:06 PM,590,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:07 PM,591,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,547001.8,,,
CTPA,10001005,2/3/2015 12:29:08 PM,592,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,0,,,
CTPA,10001005,2/3/2015 12:29:09 PM,593,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:10 PM,594,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:11 PM,595,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:12 PM,596,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,594200.9,,,
CTPA,10001005,2/3/2015 12:29:13 PM,597,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:14 PM,598,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,519869.1,,,
CTPA,10001005,2/3/2015 12:29:15 PM,599,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:16 PM,600,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:17 PM,601,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,0,,,
CTPA,10001005,2/3/2015 12:29:18 PM,602,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:19 PM,603,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:20 PM,604,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:21 PM,605,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:22 PM,606,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,0,,,
CTPA,10001005,2/3/2015 12:29:23 PM,607,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,1897761,,,
CTPA,10001005,2/3/2015 12:29:24 PM,608,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:25 PM,609,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:29:26 PM,610,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:29:27 PM,611,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:28 PM,612,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:29:29 PM,613,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:30 PM,614,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:31 PM,615,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,0,,,
CTPA,10001005,2/3/2015 12:29:32 PM,616,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:29:33 PM,617,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,405961.6,,,
CTPA,10001005,2/3/2015 12:29:34 PM,618,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:35 PM,619,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:36 PM,620,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:37 PM,621,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:38 PM,622,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:39 PM,623,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,0,,,
CTPA,10001005,2/3/2015 12:29:40 PM,624,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,1457075,,,
CTPA,10001005,2/3/2015 12:29:41 PM,625,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:42 PM,626,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:43 PM,627,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:44 PM,628,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:45 PM,629,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:46 PM,630,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:29:47 PM,631,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,0,,,
CTPA,10001005,2/3/2015 12:29:48 PM,632,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:49 PM,633,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,152173.4,,,
CTPA,10001005,2/3/2015 12:29:50 PM,634,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:51 PM,635,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:29:52 PM,636,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:53 PM,637,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:29:54 PM,638,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:55 PM,639,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:29:56 PM,640,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:29:57 PM,641,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:29:58 PM,642,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:29:59 PM,643,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:30:00 PM,644,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:30:01 PM,645,-23.569575,-46.608018,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:30:02 PM,646,-23.569570,-46.608020,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:30:03 PM,647,-23.569548,-46.608025,FTP DL,11,1514,,,GPRS,,,,,1,2,0,,,
CTPA,10001005,2/3/2015 12:30:04 PM,648,-23.569515,-46.608030,FTP DL,11,1514,,,GPRS,,,,,1,2,431536.4,,,
CTPA,10001005,2/3/2015 12:30:05 PM,649,-23.569472,-46.608038,FTP DL,11,1514,,,GPRS,,,,,1,1,451764.4,,,
CTPA,10001005,2/3/2015 12:30:06 PM,650,-23.569420,-46.608050,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:07 PM,651,-23.569362,-46.608062,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:08 PM,652,-23.569232,-46.608083,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:09 PM,653,-23.569162,-46.608092,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:10 PM,654,-23.569162,-46.608092,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:11 PM,655,-23.569090,-46.608095,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:12 PM,656,-23.569018,-46.608093,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:13 PM,657,-23.568953,-46.608087,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:14 PM,658,-23.568893,-46.608077,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:15 PM,659,-23.568837,-46.608062,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:16 PM,660,-23.568792,-46.608038,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:17 PM,661,-23.568753,-46.608018,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:18 PM,662,-23.568720,-46.608005,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:19 PM,663,-23.568697,-46.607992,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:20 PM,664,-23.568673,-46.607985,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:21 PM,665,-23.568652,-46.607973,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:22 PM,666,-23.568627,-46.607962,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:23 PM,667,-23.568598,-46.607950,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:24 PM,668,-23.568568,-46.607947,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:25 PM,669,-23.568497,-46.607985,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:26 PM,670,-23.568497,-46.607985,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:27 PM,671,-23.568462,-46.608035,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:28 PM,672,-23.568425,-46.608098,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:29 PM,673,-23.568383,-46.608170,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:30 PM,674,-23.568342,-46.608243,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:31 PM,675,-23.568297,-46.608323,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:32 PM,676,-23.568243,-46.608410,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:33 PM,677,-23.568185,-46.608498,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:34 PM,678,-23.568120,-46.608588,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:35 PM,679,-23.568047,-46.608677,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:36 PM,680,-23.567968,-46.608762,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:37 PM,681,-23.567885,-46.608838,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:38 PM,682,-23.567800,-46.608908,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:39 PM,683,-23.567715,-46.608968,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:40 PM,684,-23.567632,-46.609023,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:41 PM,685,-23.567552,-46.609070,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:42 PM,686,-23.567478,-46.609112,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:43 PM,687,-23.567413,-46.609150,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:44 PM,688,-23.567353,-46.609183,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:45 PM,689,-23.567297,-46.609215,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:46 PM,690,-23.567242,-46.609243,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:47 PM,691,-23.567192,-46.609272,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:48 PM,692,-23.567147,-46.609297,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:49 PM,693,-23.567107,-46.609318,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:50 PM,694,-23.567073,-46.609338,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:51 PM,695,-23.567043,-46.609355,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:52 PM,696,-23.567018,-46.609368,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:53 PM,697,-23.566995,-46.609382,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:54 PM,698,-23.566973,-46.609392,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:55 PM,699,-23.566957,-46.609400,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:56 PM,700,-23.566940,-46.609408,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:57 PM,701,-23.566927,-46.609415,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:58 PM,702,-23.566902,-46.609428,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:30:59 PM,703,-23.566902,-46.609428,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:31:00 PM,704,-23.566888,-46.609433,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:31:01 PM,705,-23.566880,-46.609438,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:31:02 PM,706,-23.566875,-46.609442,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:31:03 PM,707,-23.566872,-46.609442,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:31:04 PM,708,-23.566872,-46.609442,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:31:05 PM,709,-23.566872,-46.609440,FTP DL,11,1514,,,GSM,,,,,,,,,,
CTPA,10001005,2/3/2015 12:31:06 PM,710,-23.566872,-46.609440,FTP DL,11,1514,0,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:31:07 PM,711,-23.566872,-46.609440,FTP DL,11,1514,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:31:08 PM,712,-23.566872,-46.609440,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:31:09 PM,713,-23.566872,-46.609440,FTP DL,11,1514,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:31:10 PM,714,-23.566872,-46.609440,FTP DL,11,1514,,,GPRS,,,,,2,2,1043791,202.927,,
CTPA,10001005,2/3/2015 8:52:17 PM,715,-23.599227,-46.636780,FTP DL,8,7974,,,,,,,,,,,,,
CTPA,10001005,2/3/2015 8:52:18 PM,716,-23.599227,-46.636780,FTP DL,8,7974,,,GPRS,,,,,1,2,476506.6,785.793,,
CTPA,10001005,2/3/2015 8:52:19 PM,717,-23.599300,-46.636782,FTP DL,8,7974,,,GPRS,,,,,2,2,,317.815,,
CTPA,10001005,2/3/2015 8:52:20 PM,718,-23.599363,-46.636785,FTP DL,8,7974,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:52:21 PM,719,-23.599415,-46.636783,FTP DL,8,7974,,,GPRS,,,,,1,2,,160.401,,
CTPA,10001005,2/3/2015 8:52:22 PM,720,-23.599453,-46.636782,FTP DL,8,7974,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:23 PM,721,-23.599482,-46.636778,FTP DL,8,7974,,,GPRS,,,,,1,2,,426.035,,
CTPA,10001005,2/3/2015 8:52:24 PM,722,-23.599500,-46.636770,FTP DL,8,7974,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 8:52:25 PM,723,-23.599500,-46.636773,FTP DL,8,7974,,,GPRS,,,,,2,2,,400.626,,
CTPA,10001005,2/3/2015 8:52:26 PM,724,-23.599498,-46.636777,FTP DL,8,7974,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:27 PM,725,-23.599498,-46.636780,FTP DL,8,7975,,,GPRS,,,,,1,2,555185.3,240.964,,
CTPA,10001005,2/3/2015 8:52:28 PM,726,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,274.875,,
CTPA,10001005,2/3/2015 8:52:29 PM,727,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:30 PM,728,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,300.783,,
CTPA,10001005,2/3/2015 8:52:31 PM,729,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:32 PM,730,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:33 PM,731,-23.599497,-46.636782,FTP DL,8,7975,1.88,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:34 PM,732,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:52:35 PM,733,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:36 PM,734,-23.599497,-46.636782,FTP DL,8,7975,4.85,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:37 PM,735,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:38 PM,736,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:52:39 PM,737,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:52:40 PM,738,-23.599497,-46.636782,FTP DL,8,7975,4.69,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:52:41 PM,739,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:42 PM,740,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:43 PM,741,-23.599497,-46.636782,FTP DL,8,7975,5.38,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:52:44 PM,742,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:45 PM,743,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,354.204,,
CTPA,10001005,2/3/2015 8:52:46 PM,744,-23.599497,-46.636782,FTP DL,8,7975,5.18,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:47 PM,745,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:48 PM,746,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:52:49 PM,747,-23.599497,-46.636782,FTP DL,8,7975,5.42,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:50 PM,748,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:51 PM,749,-23.599497,-46.636782,FTP DL,8,7975,5.69,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:52:52 PM,750,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,355.815,,
CTPA,10001005,2/3/2015 8:52:53 PM,751,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:54 PM,752,-23.599497,-46.636782,FTP DL,8,7975,5.57,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:55 PM,753,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:52:56 PM,754,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:57 PM,755,-23.599497,-46.636782,FTP DL,8,7975,5.53,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:58 PM,756,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:52:59 PM,757,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:00 PM,758,-23.599497,-46.636782,FTP DL,8,7975,5.39,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:01 PM,759,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:53:02 PM,760,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:03 PM,761,-23.599497,-46.636782,FTP DL,8,7975,5.49,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:04 PM,762,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:05 PM,763,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:53:06 PM,764,-23.599497,-46.636782,FTP DL,8,7975,5.39,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:07 PM,765,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:08 PM,766,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:09 PM,767,-23.599497,-46.636782,FTP DL,8,7975,5.64,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:10 PM,768,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:11 PM,769,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:12 PM,770,-23.599497,-46.636782,FTP DL,8,7975,5.65,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:53:13 PM,771,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:14 PM,772,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:15 PM,773,-23.599497,-46.636782,FTP DL,8,7975,5.27,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:53:16 PM,774,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:17 PM,775,-23.599497,-46.636782,FTP DL,8,7975,5.5,,GPRS,,,,,2,1,,240.849,,
CTPA,10001005,2/3/2015 8:53:18 PM,776,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:19 PM,777,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:20 PM,778,-23.599497,-46.636782,FTP DL,8,7975,5.61,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:21 PM,779,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:22 PM,780,-23.599497,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:23 PM,781,-23.599507,-46.636785,FTP DL,8,7975,5.6,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:24 PM,782,-23.599540,-46.636783,FTP DL,8,7975,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 8:53:25 PM,783,-23.599588,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:26 PM,784,-23.599650,-46.636783,FTP DL,8,7975,5.38,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 8:53:27 PM,785,-23.599720,-46.636782,FTP DL,8,7975,,,GPRS,,,,,1,2,,287.291,,
CTPA,10001005,2/3/2015 8:53:28 PM,786,-23.599792,-46.636782,FTP DL,8,7975,,,GPRS,,,,,1,1,,,,
CTPA,10001005,2/3/2015 8:53:29 PM,787,-23.599872,-46.636782,FTP DL,8,7975,,,GPRS,,,,,2,1,0,143.417,,
CTPA,10001005,2/3/2015 8:53:30 PM,788,-23.599955,-46.636780,FTP DL,8,7975,,,,,,,,2,1,324008,,,
CTPA,10001005,2/3/2015 8:54:55 PM,789,-23.604333,-46.636835,FTP DL,9,7975,,,GPRS,,,,,,,,,,
