RNC,FileId,Time,Sequence No,Latitude,Longitude,Task Name,Call ID,Cell ID,App Throughput DL (kbit/s),App Throughput UL (kbit/s),Technology,Aggregate C/I (dB),RxLev (Sub) (dBm),RxQual (Sub),Tx Power (dBm),DL Coding Scheme,Ul Coding Scheme,DL RLC Throughput (kbps),UL RLC Throughput (kbps),DL LLC Throughput (kbps),UL LLC Throughput (kbps)
CTPA,10001005,2/3/2015 12:06:19 PM,1,-23.634397,-46.630107,FTP DL,5,10924,,,GPRS,,,,,,,,,,
CTPA,10001005,2/3/2015 12:06:20 PM,2,-23.634397,-46.630107,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:21 PM,3,-23.634242,-46.630098,FTP DL,5,10924,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:06:22 PM,4,-23.634087,-46.630092,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:23 PM,5,-23.633935,-46.630083,FTP DL,5,10924,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:06:24 PM,6,-23.633785,-46.630073,FTP DL,5,10924,,,GPRS,,,,,1,2,,376.635,,
CTPA,10001005,2/3/2015 12:06:25 PM,7,-23.633633,-46.630065,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:26 PM,8,-23.633482,-46.630057,FTP DL,5,10924,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:06:27 PM,9,-23.633327,-46.630047,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:28 PM,10,-23.633172,-46.630037,FTP DL,5,10924,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:06:29 PM,11,-23.633018,-46.630027,FTP DL,5,10924,2.56,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:30 PM,12,-23.632865,-46.630017,FTP DL,5,10924,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:06:31 PM,13,-23.632712,-46.630008,FTP DL,5,10924,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:06:32 PM,14,-23.632558,-46.630000,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:33 PM,15,-23.632410,-46.629990,FTP DL,5,10924,4.59,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:34 PM,16,-23.632262,-46.629982,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:35 PM,17,-23.632115,-46.629973,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:36 PM,18,-23.631967,-46.629963,FTP DL,5,10924,4.45,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:37 PM,19,-23.631820,-46.629957,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:38 PM,20,-23.631673,-46.629948,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:39 PM,21,-23.631525,-46.629942,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:40 PM,22,-23.631378,-46.629933,FTP DL,5,10924,4.86,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:41 PM,23,-23.631230,-46.629925,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:42 PM,24,-23.631080,-46.629917,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:43 PM,25,-23.630933,-46.629908,FTP DL,5,10924,4.71,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:44 PM,26,-23.630788,-46.629900,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:45 PM,27,-23.630645,-46.629892,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:46 PM,28,-23.630505,-46.629883,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:47 PM,29,-23.630365,-46.629875,FTP DL,5,10924,4.73,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:48 PM,30,-23.630225,-46.629867,FTP DL,5,10924,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:06:49 PM,31,-23.630090,-46.629857,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:50 PM,32,-23.629960,-46.629847,FTP DL,5,10924,4.66,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:51 PM,33,-23.629838,-46.629835,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:52 PM,34,-23.629727,-46.629823,FTP DL,5,10924,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:53 PM,35,-23.629623,-46.629812,FTP DL,5,5146,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:06:54 PM,36,-23.629525,-46.629800,FTP DL,5,5146,3.74,,GPRS,,,,,2,2,,139.637,,
CTPA,10001005,2/3/2015 12:06:55 PM,37,-23.629432,-46.629790,FTP DL,5,5146,,,GPRS,,,,,2,2,,379.34,,
CTPA,10001005,2/3/2015 12:06:56 PM,38,-23.629347,-46.629780,FTP DL,5,5146,,,GPRS,,,,,2,2,,247.582,,
CTPA,10001005,2/3/2015 12:06:57 PM,39,-23.629270,-46.629770,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:06:58 PM,40,-23.629197,-46.629760,FTP DL,5,5146,4.45,,GPRS,,,,,2,1,,163.822,,
CTPA,10001005,2/3/2015 12:06:59 PM,41,-23.629128,-46.629752,FTP DL,5,5146,,,GPRS,,,,,2,1,,398.932,,
CTPA,10001005,2/3/2015 12:07:00 PM,42,-23.629060,-46.629743,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:01 PM,43,-23.628993,-46.629735,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:02 PM,44,-23.628935,-46.629725,FTP DL,5,5146,4.08,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:03 PM,45,-23.628885,-46.629713,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:04 PM,46,-23.628837,-46.629707,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:05 PM,47,-23.628788,-46.629697,FTP DL,5,5146,,,GPRS,,,,,2,2,,305.44,,
CTPA,10001005,2/3/2015 12:07:06 PM,48,-23.628745,-46.629688,FTP DL,5,5146,3.96,,GPRS,,,,,2,2,,301.887,,
CTPA,10001005,2/3/2015 12:07:07 PM,49,-23.628705,-46.629682,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:08 PM,50,-23.628670,-46.629675,FTP DL,5,5146,,,GPRS,,,,,2,2,,261.973,,
CTPA,10001005,2/3/2015 12:07:09 PM,51,-23.628640,-46.629672,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:10 PM,52,-23.628612,-46.629667,FTP DL,5,5146,,,GPRS,,,,,2,1,,243.655,,
CTPA,10001005,2/3/2015 12:07:11 PM,53,-23.628582,-46.629663,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:12 PM,54,-23.628550,-46.629658,FTP DL,5,5146,2.69,,GPRS,,,,,2,1,,201.893,,
CTPA,10001005,2/3/2015 12:07:13 PM,55,-23.628510,-46.629650,FTP DL,5,5146,,,GPRS,,,,,2,1,,110.854,,
CTPA,10001005,2/3/2015 12:07:14 PM,56,-23.628467,-46.629642,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:15 PM,57,-23.628418,-46.629633,FTP DL,5,5146,,,GPRS,,,,,2,2,,367.183,,
CTPA,10001005,2/3/2015 12:07:16 PM,58,-23.628367,-46.629623,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:17 PM,59,-23.628312,-46.629613,FTP DL,5,5146,,,GPRS,,,,,2,2,,218.896,,
CTPA,10001005,2/3/2015 12:07:18 PM,60,-23.628253,-46.629602,FTP DL,5,5146,2.51,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:07:19 PM,61,-23.628192,-46.629590,FTP DL,5,5146,,,GPRS,,,,,2,1,,286.226,,
CTPA,10001005,2/3/2015 12:07:20 PM,62,-23.628127,-46.629577,FTP DL,5,5146,,,GPRS,,,,,2,1,,192.192,,
CTPA,10001005,2/3/2015 12:07:21 PM,63,-23.628063,-46.629563,FTP DL,5,5146,,,GPRS,,,,,2,2,,273.31,,
CTPA,10001005,2/3/2015 12:07:22 PM,64,-23.628005,-46.629552,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:23 PM,65,-23.627952,-46.629542,FTP DL,5,5146,,,GPRS,,,,,2,2,,222.068,,
CTPA,10001005,2/3/2015 12:07:24 PM,66,-23.627905,-46.629532,FTP DL,5,5146,2.52,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:25 PM,67,-23.627830,-46.629517,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:26 PM,68,-23.627802,-46.629510,FTP DL,5,5146,,,GPRS,,,,,2,2,,209.836,,
CTPA,10001005,2/3/2015 12:07:27 PM,69,-23.627802,-46.629510,FTP DL,5,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:07:28 PM,70,-23.627782,-46.629507,FTP DL,5,5146,,,GPRS,,,,,2,2,,147.692,,
CTPA,10001005,2/3/2015 12:07:29 PM,71,-23.627752,-46.629502,FTP DL,5,5146,3.43,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:30 PM,72,-23.627752,-46.629502,FTP DL,5,5146,,,GPRS,,,,,2,2,,158.103,,
CTPA,10001005,2/3/2015 12:07:31 PM,73,-23.627727,-46.629497,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:32 PM,74,-23.627727,-46.629497,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:33 PM,75,-23.627717,-46.629493,FTP DL,5,5146,4.11,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:34 PM,76,-23.627697,-46.629490,FTP DL,5,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:07:35 PM,77,-23.627697,-46.629490,FTP DL,5,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:07:36 PM,78,-23.627678,-46.629487,FTP DL,5,5146,4.39,,GPRS,,,,,2,1,,185.888,,
CTPA,10001005,2/3/2015 12:07:37 PM,79,-23.627678,-46.629487,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:38 PM,80,-23.627668,-46.629485,FTP DL,5,5146,,,GPRS,,,,,2,1,,234.948,,
CTPA,10001005,2/3/2015 12:07:39 PM,81,-23.627660,-46.629483,FTP DL,5,5146,,,GPRS,,,,,2,2,,173.756,,
CTPA,10001005,2/3/2015 12:07:40 PM,82,-23.627652,-46.629482,FTP DL,5,5146,4.48,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:41 PM,83,-23.627638,-46.629480,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:42 PM,84,-23.627620,-46.629475,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:43 PM,85,-23.627597,-46.629472,FTP DL,5,5146,4.285,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:44 PM,86,-23.627572,-46.629467,FTP DL,5,5146,,,GPRS,,,,,2,1,,344.753,,
CTPA,10001005,2/3/2015 12:07:45 PM,87,-23.627547,-46.629462,FTP DL,5,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:07:46 PM,88,-23.627527,-46.629457,FTP DL,5,5146,,,GPRS,,,,,2,2,856964.9,83.442,,
CTPA,10001005,2/3/2015 12:07:47 PM,89,-23.627510,-46.629453,FTP DL,5,5146,,,GPRS,,,,,1,2,427037,,,
CTPA,10001005,2/3/2015 12:09:21 PM,90,-23.625715,-46.628917,FTP DL,6,5146,,,GPRS,,,,,,,,,,
CTPA,10001005,2/3/2015 12:09:22 PM,91,-23.625715,-46.628917,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:23 PM,92,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:24 PM,93,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:25 PM,94,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:26 PM,95,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:27 PM,96,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:09:28 PM,97,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,471.307,,
CTPA,10001005,2/3/2015 12:09:29 PM,98,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:30 PM,99,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:31 PM,100,-23.625717,-46.628913,FTP DL,6,5146,3.15,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:32 PM,101,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:33 PM,102,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:34 PM,103,-23.625717,-46.628913,FTP DL,6,5146,4.86,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:35 PM,104,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:36 PM,105,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:37 PM,106,-23.625717,-46.628913,FTP DL,6,5146,5.31,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:38 PM,107,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:39 PM,108,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:40 PM,109,-23.625717,-46.628913,FTP DL,6,5146,5.11,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:41 PM,110,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:42 PM,111,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:43 PM,112,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,401.228,,
CTPA,10001005,2/3/2015 12:09:44 PM,113,-23.625717,-46.628913,FTP DL,6,5146,5.22,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:45 PM,114,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:46 PM,115,-23.625717,-46.628913,FTP DL,6,5146,5.55,,GPRS,,,,,2,1,,323.713,,
CTPA,10001005,2/3/2015 12:09:47 PM,116,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:48 PM,117,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:49 PM,118,-23.625717,-46.628913,FTP DL,6,5146,5.77,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:50 PM,119,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:51 PM,120,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:52 PM,121,-23.625717,-46.628913,FTP DL,6,5146,5.42,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:53 PM,122,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:54 PM,123,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:09:55 PM,124,-23.625717,-46.628913,FTP DL,6,5146,5.57,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:56 PM,125,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:57 PM,126,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:09:58 PM,127,-23.625717,-46.628913,FTP DL,6,5146,5.46,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:09:59 PM,128,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:00 PM,129,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:10:01 PM,130,-23.625717,-46.628913,FTP DL,6,5146,5.53,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:10:02 PM,131,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:03 PM,132,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:10:04 PM,133,-23.625717,-46.628913,FTP DL,6,5146,5.49,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:05 PM,134,-23.625717,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:10:06 PM,135,-23.625717,-46.628915,FTP DL,6,5146,5.73,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:07 PM,136,-23.625710,-46.628913,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:08 PM,137,-23.625698,-46.628910,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:09 PM,138,-23.625672,-46.628900,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:10 PM,139,-23.625635,-46.628890,FTP DL,6,5146,4.92,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:11 PM,140,-23.625587,-46.628875,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:12 PM,141,-23.625528,-46.628857,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:10:13 PM,142,-23.625458,-46.628833,FTP DL,6,5146,4.89,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:14 PM,143,-23.625383,-46.628808,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:15 PM,144,-23.625302,-46.628783,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:10:16 PM,145,-23.625220,-46.628757,FTP DL,6,5146,4.94,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:17 PM,146,-23.625135,-46.628732,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:18 PM,147,-23.625047,-46.628707,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:19 PM,148,-23.624957,-46.628678,FTP DL,6,5146,5.5,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:20 PM,149,-23.624863,-46.628650,FTP DL,6,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:10:21 PM,150,-23.624773,-46.628622,FTP DL,6,5146,,,GPRS,,,,,1,2,,,,
CTPA,10001005,2/3/2015 12:10:22 PM,151,-23.624685,-46.628593,FTP DL,6,5146,4.74,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:10:23 PM,152,-23.624595,-46.628567,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:24 PM,153,-23.624508,-46.628540,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:25 PM,154,-23.624425,-46.628517,FTP DL,6,5146,5.075,,GPRS,,,,,2,1,,333.2,,
CTPA,10001005,2/3/2015 12:10:26 PM,155,-23.624343,-46.628492,FTP DL,6,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:10:27 PM,156,-23.624263,-46.628467,FTP DL,6,5146,,,GPRS,,,,,2,2,,630.099,,
CTPA,10001005,2/3/2015 12:10:28 PM,157,-23.624183,-46.628443,FTP DL,6,5146,,,GPRS,,,,,2,1,,171.123,,
CTPA,10001005,2/3/2015 12:10:29 PM,158,-23.624107,-46.628420,FTP DL,6,5146,,,GPRS,,,,,2,2,1774933,127.236,,
CTPA,10001005,2/3/2015 12:12:07 PM,159,-23.619948,-46.627777,FTP DL,7,5146,,,,,,,,,,,,,
CTPA,10001005,2/3/2015 12:12:08 PM,160,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,440708.8,,,
CTPA,10001005,2/3/2015 12:12:09 PM,161,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,369.576,,
CTPA,10001005,2/3/2015 12:12:10 PM,162,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,415.199,,
CTPA,10001005,2/3/2015 12:12:11 PM,163,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,317.46,,
CTPA,10001005,2/3/2015 12:12:12 PM,164,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,377.953,,
CTPA,10001005,2/3/2015 12:12:13 PM,165,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,1,2,45637.89,,,
CTPA,10001005,2/3/2015 12:12:14 PM,166,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,1,,311.327,,
CTPA,10001005,2/3/2015 12:12:15 PM,167,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,1,2,214793.9,384.673,,
CTPA,10001005,2/3/2015 12:12:16 PM,168,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,1,1,,170.063,,
CTPA,10001005,2/3/2015 12:12:17 PM,169,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:18 PM,170,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,1,,424.403,,
CTPA,10001005,2/3/2015 12:12:19 PM,171,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,312.768,,
CTPA,10001005,2/3/2015 12:12:20 PM,172,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:21 PM,173,-23.619948,-46.627777,FTP DL,7,5146,2.36,,GPRS,,,,,2,1,,424.153,,
CTPA,10001005,2/3/2015 12:12:22 PM,174,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:23 PM,175,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,1,,348.933,,
CTPA,10001005,2/3/2015 12:12:24 PM,176,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,269.474,,
CTPA,10001005,2/3/2015 12:12:25 PM,177,-23.619948,-46.627777,FTP DL,7,5146,4,,GPRS,,,,,2,2,,331.893,,
CTPA,10001005,2/3/2015 12:12:26 PM,178,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:12:27 PM,179,-23.619948,-46.627777,FTP DL,7,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:28 PM,180,-23.619937,-46.627775,FTP DL,7,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:29 PM,181,-23.619893,-46.627772,FTP DL,7,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:30 PM,182,-23.619840,-46.627768,FTP DL,7,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:31 PM,183,-23.619777,-46.627768,FTP DL,7,5146,2.76,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:32 PM,184,-23.619708,-46.627768,FTP DL,7,5146,,,GPRS,,,,,2,2,,269.117,,
CTPA,10001005,2/3/2015 12:12:33 PM,185,-23.619642,-46.627768,FTP DL,7,5146,,,GPRS,,,,,2,1,680265,183.557,,
CTPA,10001005,2/3/2015 12:12:34 PM,186,-23.619585,-46.627768,FTP DL,7,5146,,,GPRS,,,,,2,2,,97.935,,
CTPA,10001005,2/3/2015 12:12:35 PM,187,-23.619543,-46.627768,FTP DL,7,5146,,,GPRS,,,,,2,1,,256.41,,
CTPA,10001005,2/3/2015 12:12:36 PM,188,-23.619518,-46.627768,FTP DL,7,5146,,,GPRS,,,,,2,1,,,,
CTPA,10001005,2/3/2015 12:12:37 PM,189,-23.619503,-46.627763,FTP DL,7,5146,,,GPRS,,,,,2,1,,171.009,,
CTPA,10001005,2/3/2015 12:12:38 PM,190,-23.619503,-46.627763,FTP DL,7,5146,,,GPRS,,,,,2,1,,281.442,,
CTPA,10001005,2/3/2015 12:12:39 PM,191,-23.619448,-46.627758,FTP DL,7,5146,2.02,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:40 PM,192,-23.619402,-46.627753,FTP DL,7,5146,,,GPRS,,,,,2,2,,374.896,,
CTPA,10001005,2/3/2015 12:12:41 PM,193,-23.619402,-46.627753,FTP DL,7,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:42 PM,194,-23.619267,-46.627740,FTP DL,7,5146,,,GPRS,,,,,2,2,,,,
CTPA,10001005,2/3/2015 12:12:43 PM,195,-23.619182,-46.627733,FTP DL,7,5146,3.95,,GPRS,,,,,2,2,,,,
